"Year";"Site";"Country";"Vehicle";"Family";"Remarks";"Success"
"1964";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1964";"Va LC-D";"USA";"Scout-X4";"";"failure";"False"
"1964";"CC LC-36A";"USA";"Atlas-LV3C Centaur-C";"Atlas";"failure";"False"
"1964";"Ba Ba LC-1/5";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1964";"Va 75-3-5";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1964";"Va LC-2-3";"USA";"Atlas-LV3 Agena-D";"Atlas";"";"True"
"1964";"Ba Ba LC-1/5";"USSR/Russia";"Vostok-K";"R-7";"";"True"
"1964";"Va LC-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1964";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1964";"CC LC-13";"USA";"Atlas-LV3 Agena-D";"Atlas";"";"True"
"1964";"CC LC-12";"USA";"Atlas-LV3 Agena-B";"Atlas";"";"True"
"1964";"KY Mayak-2";"USSR/Russia";"Kosmos";"Kosmos";"";"True"
"1964";"Va 75-3-4";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1964";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1964";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1964";"Ba LC-41/15";"USSR/Russia";"Kosmos-1";"Kosmos";"";"True"
"1964";"CC LC-17A";"USA";"Delta-D";"";"";"True"
"1964";"Va 75-1-2";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1964";"Ba Ba LC-1/5";"USSR/Russia";"Molniya";"R-7";"";"True"
"1964";"KY Mayak-2";"USSR/Russia";"Kosmos";"Kosmos";"";"True"
"1964";"Va PALC-D";"USA";"Scout-X4";"";"";"True"
"1964";"Va 75-1-1";"USA";"Thor-DM21 Agena-B";"";"partial failure";"False"
"1964";"Ba LC-31/6";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1964";"CC LC-20";"USA";"Titan-3A";"";"failure";"False"
"1964";"CC LC-12";"USA";"Atlas-LV3 Agena-B";"Atlas";"";"True"
"1964";"Ba Ba LC-1/5";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1964";"Va PALC-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1964";"CC LC-37B";"USA";"Saturn-1 (Block-2)";"";"";"True"
"1964";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1964";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1964";"CC LC-17A";"USA";"Delta-C";"";"";"True"
"1964";"Va 75-3-4";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1964";"Ba Ba LC-1/5";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1964";"Va 75-1-2";"USA";"Thor-DSV2A Able-Star";"";"";"True"
"1964";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"failure";"False"
"1964";"Va PALC-D";"USA";"Scout-X4";"";"";"True"
"1964";"Ba Ba LC-1/5";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1964";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1964";"Va PALC-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1964";"Ba LC-41/15";"USSR/Russia";"Kosmos-1";"Kosmos";"failure";"False"
"1964";"Va PALC-2-3";"USA";"Atlas-LV3 Agena-D";"Atlas";"";"True"
"1964";"KY Mayak-2";"USSR/Russia";"Kosmos";"Kosmos";"";"True"
"1964";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1964";"Va 75-3-4";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1964";"Va 75-3-5";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1964";"CC LC-13";"USA";"Atlas-LV3 Agena-D";"Atlas";"";"True"
"1964";"WI LA-3";"USA";"Scout-X4";"";"";"True"
"1964";"Va 75-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1964";"Va PALC-D";"USA";"Scout-X4";"";"";"True"
"1964";"CC LC-12";"USA";"Atlas-LV3 Agena-D";"Atlas";"";"True"
"1964";"Ba Ba LC-1/5";"USSR/Russia";"Molniya";"R-7";"";"True"
"1964";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"failure";"False"
"1964";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1964";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"";"True"
"1964";"CC LC-20";"USA";"Titan-3A";"";"";"True"
"1964";"CC LC-36A";"USA";"Atlas-LV3C Centaur-C";"Atlas";"";"True"
"1964";"Va 75-1-2";"USA";"Thor-DSV2A Able-Star";"";"";"True"
"1964";"WI LA-3";"USA";"Scout-X4";"";"";"True"
"1964";"Va 75-3-4";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1964";"CC LC-17A";"USA";"Delta-C";"";"";"True"
"1964";"Va 75-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1965";"Va 75-3-5";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Va 4300-B6";"USA";"Thor-LV2D Burner-1 (1)";"";"partial failure";"False"
"1965";"Va 576B3";"USA";"Atlas-D OV1";"Atlas";"failure";"False"
"1965";"CC LC-17A";"USA";"Delta-C";"";"";"True"
"1965";"Va PALC-2-3";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1965";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"";"True"
"1965";"CC LC-17B";"USA";"Delta-C";"";"";"True"
"1965";"CC LC-20";"USA";"Titan-3A";"";"";"True"
"1965";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"failure";"False"
"1965";"CC LC-37B";"USA";"Saturn-1 (Block-2)";"";"";"True"
"1965";"CC LC-12";"USA";"Atlas-LV3 Agena-B";"Atlas";"";"True"
"1965";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"failure";"False"
"1965";"Ba LC-41/15";"USSR/Russia";"Kosmos-1";"Kosmos";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1965";"Va PALC-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1965";"CC LC-36A";"USA";"Atlas-LV3C Centaur-C";"Atlas";"failure";"False"
"1965";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1965";"Va 75-1-2";"USA";"Thor-DM21 Agena-D";"";"";"True"
"1965";"Va 75-1-1";"USA";"Thor-DSV2A Able-Star";"";"partial failure";"False"
"1965";"Ba Ba LC-1/5";"USSR/Russia";"Molniya (E6)";"R-7";"partial failure";"False"
"1965";"Va PALC-2-3";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1965";"Ba LC-41/15";"USSR/Russia";"Kosmos-1";"Kosmos";"";"True"
"1965";"Va 4300-B6";"USA";"Thor-LV2D Burner-1 (1)";"";"";"True"
"1965";"Ba Ba LC-1/5";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1965";"CC LC-12";"USA";"Atlas-LV3 Agena-B";"Atlas";"";"True"
"1965";"CC LC-19";"USA";"Titan-2-GLV";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1965";"Va 75-3-4";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1965";"CC LC-17A";"USA";"Delta-D";"";"";"True"
"1965";"Ba Ba LC-1/5";"USSR/Russia";"Molniya (E6)";"R-7";"failure";"False"
"1965";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1965";"Ba Ba LC-1/5";"USSR/Russia";"Molniya";"R-7";"";"True"
"1965";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1965";"WI LA-3";"USA";"Scout-X4";"";"";"True"
"1965";"Va PALC-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"CC LC-20";"USA";"Titan-3A";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1965";"Ba Ba LC-1/5";"USSR/Russia";"Molniya (M)";"R-7";"";"True"
"1965";"Va 75-3-4";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Va 4300-B6";"USA";"Thor-LV2D Burner-1 (2)";"";"";"True"
"1965";"CC LC-37B";"USA";"Saturn-1 (Block-2)";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1965";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1965";"Va ABRES-B3";"USA";"Atlas-D OV1";"Atlas";"failure";"False"
"1965";"CC LC-17B";"USA";"Delta-C";"";"";"True"
"1965";"CC LC-19";"USA";"Titan-2-GLV";"";"";"True"
"1965";"Ba Ba LC-1/5";"USSR/Russia";"Molniya (M)";"R-7";"";"True"
"1965";"Va 75-3-5";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1965";"CC LC-40";"USA";"Titan-3C";"";"";"True"
"1965";"Va 75-1-1";"USA";"Thor-DSV2A Able-Star";"";"";"True"
"1965";"Ba Ba LC-1/5";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1965";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1965";"CC LC-17B";"USA";"Delta-C";"";"";"True"
"1965";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"";"True"
"1965";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"failure";"False"
"1965";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"failure";"False"
"1965";"Ba LC-41/15";"USSR/Russia";"Kosmos-1";"Kosmos";"";"True"
"1965";"Ba LC-81/23";"USSR/Russia";"Proton";"Proton";"";"True"
"1965";"Va 75-1-2";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Ba Ba LC-1/5";"USSR/Russia";"Molniya";"R-7";"";"True"
"1965";"Va PALC-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"CC LC-13";"USA";"Atlas-LV3 Agena-D";"Atlas";"";"True"
"1965";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"";"True"
"1965";"CC LC-37B";"USA";"Saturn-1 (Block-2)";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1965";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1965";"WI LA-3";"USA";"Scout-B";"";"";"True"
"1965";"CC LC-36B";"USA";"Atlas-LV3C Centaur-D";"Atlas";"";"True"
"1965";"Va 75-1-1";"USA";"Thor-DSV2A Able-Star";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1965";"Va PALC-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"CC LC-19";"USA";"Titan-2-GLV";"";"";"True"
"1965";"Ba Ba LC-1/5";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1965";"CC LC-17B";"USA";"Delta-C";"";"failure";"False"
"1965";"Va 75-3-5";"USA";"Thor-DM21 Agena-D";"";"failure";"False"
"1965";"Ba LC-41/15";"USSR/Russia";"Kosmos-1";"Kosmos";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1965";"Va 4300-B6";"USA";"Thor-LV2D Burner-1 (2)";"";"";"True"
"1965";"Ba LC-41/15";"USSR/Russia";"Kosmos-1";"Kosmos";"";"True"
"1965";"Va PALC-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1965";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1965";"Ba Ba LC-1/5";"USSR/Russia";"Molniya-M (Blok-L)";"R-7";"";"True"
"1965";"Va ABRES-B3";"USA";"Atlas-D OV1";"Atlas";"";"True"
"1965";"Va 75-3-5";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Va 75-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Ba Ba LC-1/5";"USSR/Russia";"Molniya";"R-7";"";"True"
"1965";"CC LC-40";"USA";"Titan-3C";"";"partial failure";"False"
"1965";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1965";"KY LC-86/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1965";"CC LC-14";"USA";"Atlas-SLV3 Agena-D";"Atlas";"failure";"False"
"1965";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1965";"Va PALC-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Ba LC-81/23";"USSR/Russia";"Proton";"Proton";"";"True"
"1965";"KY LC-86/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1965";"CC LC-17A";"USA";"Delta-E";"";"";"True"
"1965";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Molniya (M)";"R-7";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Molniya (M)";"R-7";"";"True"
"1965";"WI LA-3";"USA";"Scout-X4";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Molniya (M)";"R-7";"partial failure";"False"
"1965";"KY LC-86/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1965";"Ha Brigitte";"Europe";"Diamant-A";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1965";"Va 75-1-1";"USA";"Thor-DM21 Agena-B";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Molniya";"R-7";"";"True"
"1965";"CC LC-19";"USA";"Titan-2-GLV";"";"";"True"
"1965";"Va PALC-D";"USA";"Scout-X4";"";"";"True"
"1965";"Va 75-3-5";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1965";"CC LC-19";"USA";"Titan-2-GLV";"";"";"True"
"1965";"CC LC-17A";"USA";"Delta-E";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1965";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"";"True"
"1965";"CC LC-41";"USA";"Titan-3C";"";"partial failure";"False"
"1965";"Va PALC-D";"USA";"Scout-A";"";"";"True"
"1965";"Va 75-3-4";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1965";"Ba LC-31/6";"USSR/Russia";"11A510 US";"";"";"True"
"1965";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"failure";"False"
"1965";"Ba LC-41/15";"USSR/Russia";"Kosmos-1";"Kosmos";"";"True"
"1966";"Va 4300-B6";"USA";"Thor-LV2D Burner-1 (2)";"";"failure";"False"
"1966";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"partial failure";"False"
"1966";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1966";"KY LC-86/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1966";"Va PALC-D";"USA";"Scout-A";"";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Molniya-M (Blok-L)";"R-7";"";"True"
"1966";"Va PALC-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1966";"CC LC-17A";"USA";"Delta-C";"";"";"True"
"1966";"Va 75-1-2";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1966";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"";"True"
"1966";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Ha Brigitte";"Europe";"Diamant-A";"";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"failure";"False"
"1966";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"CC LC-17B";"USA";"Delta-E";"";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Molniya-M (Blok-L)";"R-7";"partial failure";"False"
"1966";"Va 75-3-4";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1966";"CC LC-14";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"CC LC-19";"USA";"Titan-2-GLV";"";"";"True"
"1966";"Pl LC-41/1";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1966";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"Ba LC-81/23";"USSR/Russia";"Proton";"Proton";"failure";"False"
"1966";"Va PALC-D";"USA";"Scout-A";"";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Molniya (M)";"R-7";"failure";"False"
"1966";"Va ABRES-B3";"USA";"Atlas-D OV1 (2×)";"Atlas";"";"True"
"1966";"Va 4300-B6";"USA";"Thor-LV2D Burner-1 (2)";"";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Molniya-M (Blok-L)";"R-7";"";"True"
"1966";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"Va PALC-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1966";"CC LC-36B";"USA";"Atlas-LV3C Centaur-D";"Atlas";"";"True"
"1966";"CC LC-12";"USA";"Atlas-SLV3B Agena-D";"Atlas";"";"True"
"1966";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1966";"Va PALC-D";"USA";"Scout-B";"";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Molniya (M)";"R-7";"";"True"
"1966";"KY LC-86/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1966";"Va 75-3-5";"USA";"Thor-SLV2A Agena-D";"";"failure";"False"
"1966";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1966";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Va 75-1-1";"USA";"Thor-SLV2A Agena-B";"";"";"True"
"1966";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"failure";"False"
"1966";"CC LC-14";"USA";"Atlas-SLV3 Agena-D";"Atlas";"failure";"False"
"1966";"Va PALC-D";"USA";"Scout-A";"";"";"True"
"1966";"Va PALC-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1966";"KY LC-86/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1966";"CC LC-17B";"USA";"Delta-C1";"";"";"True"
"1966";"CC LC-36A";"USA";"Atlas-LV3C Centaur-D";"Atlas";"";"True"
"1966";"CC LC-14";"USA";"Atlas-SLV3";"Atlas";"partial failure";"False"
"1966";"CC LC-19";"USA";"Titan-2-GLV";"";"";"True"
"1966";"Va PALC-2-4";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"CC LC-12";"USA";"Atlas-SLV3 Agena-B";"Atlas";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"Va PALC-1-2";"USA";"Atlas-SLV3 Agena-D";"Atlas";"partial failure";"False"
"1966";"WI LA-3";"USA";"Scout-B";"";"";"True"
"1966";"CC LC-41";"USA";"Titan-3C";"";"";"True"
"1966";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"Va 75-3-5";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1966";"Va 75-1-1";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1966";"CC LC-17A";"USA";"Delta-E1";"";"";"True"
"1966";"CC LC-37B";"USA";"Saturn-1B";"";"";"True"
"1966";"Ba LC-81/23";"USSR/Russia";"Proton";"Proton";"";"True"
"1966";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"";"True"
"1966";"Va SLC 4E";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Va ABRES-B3";"USA";"Atlas-D OV1 (2×)";"Atlas";"partial failure";"False"
"1966";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"CC LC-14";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"CC LC-19";"USA";"Titan-2-GLV";"";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"11A510 US";"";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"Va SLC 4W";"USA";"Titan-3B Agena-D";"";"";"True"
"1966";"Va SLC 5";"USA";"Scout-B";"";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"Va SLC 1W";"USA";"Thorad-SLV2G Agena-D";"";"";"True"
"1966";"CC LC-13";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Va SLC 4E";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"CC LC-17A";"USA";"Delta-E1";"";"";"True"
"1966";"Va SLC 5";"USA";"Scout-A";"";"";"True"
"1966";"Va SLC 3E";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Ba LC-31/6 ?";"USSR/Russia";"Molniya-M (Blok-L)";"R-7";"";"True"
"1966";"CC LC-41";"USA";"Titan-3C";"";"failure";"False"
"1966";"Ba Ba LC-1/5 ?";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"CC LC-14";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"CC LC-19";"USA";"Titan-2-GLV";"";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"failure";"False"
"1966";"Va 4300-B6";"USA";"Thor-LV2F Burner-2";"";"";"True"
"1966";"Va SLC 4E";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Ba LC-162/36";"USSR/Russia";"R-36-O";"";"partial failure, unannounced";"False"
"1966";"CC LC-36A";"USA";"Atlas-LV3C Centaur-D";"Atlas";"";"True"
"1966";"Va SLC 3W";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1966";"Ka LP-L";"Japan";"L-4S";"";"failure";"False"
"1966";"Va SLC 4W";"USA";"Titan-3B Agena-D";"";"";"True"
"1966";"Va SLC 2E";"USA";"Delta-E";"";"";"True"
"1966";"Va SLC 3E";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Va SLC 4E";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Pl LC-41/1";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1966";"Ba Ba LC-1/5";"USSR/Russia";"Molniya (M)";"R-7";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Molniya-M (Blok-L)";"R-7";"";"True"
"1966";"CC LC-36B";"USA";"Atlas-LV3C Centaur-D";"Atlas";"";"True"
"1966";"CC LC-17B";"USA";"Delta-E1";"";"payload failure";"False"
"1966";"Va SLC 5";"USA";"Scout-B";"";"";"True"
"1966";"Ba LC-162/36";"USSR/Russia";"R-36-O";"";"partial failure, unannounced";"False"
"1966";"Va SLC 4E";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"CC LC-40";"USA";"Titan-3C";"";"gemini b suborbital";"True"
"1966";"CC LC-13";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Va SLC 1W";"USA";"Thorad-SLV2G Agena-D";"";"";"True"
"1966";"CC LC-14";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"CC LC-19";"USA";"Titan-2-GLV";"";"";"True"
"1966";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"Ba LC-41/15";"USSR/Russia";"Kosmos-3";"Kosmos";"failure";"False"
"1966";"Ba LC-31/6";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Soyuz";"R-7";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1966";"Va SLC 4E";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"CC LC-12";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1966";"Va ABRES-B3";"USA";"Atlas-D OV1 (2×)";"Atlas";"";"True"
"1966";"KY LC-86/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1966";"Ba LC-31/6";"USSR/Russia";"Soyuz";"R-7";"pre-launch failure";"False"
"1966";"Va SLC 4W";"USA";"Titan-3B Agena-D";"";"";"True"
"1966";"CC LC-17A";"USA";"Delta-G";"";"";"True"
"1966";"Pl LC-41/1";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1966";"Ka LP-L";"Japan";"L-4S";"";"failure";"False"
"1966";"Ba Ba LC-1/5";"USSR/Russia";"Molniya-M (Blok-L)";"R-7";"";"True"
"1966";"KY LC-86/1";"USSR/Russia";"Kosmos";"Kosmos";"";"True"
"1966";"Va SLC 2W";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1967";"CC LC-17B";"USA";"Delta-E1";"";"";"True"
"1967";"Va SLC 2W";"USA";"Thor-SLV2A Agena-D";"";"";"True"
"1967";"CC LC-41";"USA";"Titan-3C";"";"";"True"
"1967";"Pl LC-41/1";"USSR/Russia";"Vostok-2";"R-7";"";"True"
"1967";"Ba LC-162/36";"USSR/Russia";"R-36-O";"";"";"True"
"1967";"Va SLC 2E";"USA";"Delta-E";"";"";"True"
"1967";"Va SLC 5";"USA";"Scout-B";"";"failure";"False"
"1967";"Va SLC 4E";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1967";"CC LC-13";"USA";"Atlas-SLV3 Agena-D";"Atlas";"";"True"
"1967";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz";"R-7";"";"True"
"1967";"Va 4300-B6";"USA";"Thor-LV2F Burner-2";"";"";"True"
"1967";"Ha Brigitte";"Europe";"Diamant-A";"";"partial failure";"False"
"1967";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1967";"KY LC-86/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1967";"Ha Brigitte";"Europe";"Diamant-A";"";"";"True"
